timestamp,open,high,low,close,volume
2019-05-06 13:10:00,127.4700,127.6000,127.4550,127.5650,111801
2019-05-06 13:05:00,127.4500,127.4800,127.3200,127.4506,130366
2019-05-06 13:00:00,127.4700,127.5250,127.3700,127.4496,145308
2019-05-06 12:55:00,127.6200,127.6200,127.4300,127.4700,221882
2019-05-06 12:50:00,127.6250,127.6600,127.5800,127.6180,124667
2019-05-06 12:45:00,127.7154,127.7500,127.6200,127.6200,141057
2019-05-06 12:40:00,127.5200,127.7500,127.4750,127.7100,143305
2019-05-06 12:35:00,127.4150,127.6000,127.4150,127.5200,121316
2019-05-06 12:30:00,127.5200,127.5250,127.4058,127.4150,185013
2019-05-06 12:25:00,127.5200,127.5700,127.4700,127.5150,103564
2019-05-06 12:20:00,127.5800,127.6150,127.3800,127.5166,173424
2019-05-06 12:15:00,127.5739,127.5800,127.4500,127.5700,182619
2019-05-06 12:10:00,127.6900,127.7000,127.5255,127.5800,241164
2019-05-06 12:05:00,127.7100,127.7971,127.6400,127.6500,96326
2019-05-06 12:00:00,127.7050,127.7900,127.6700,127.7100,169737
2019-05-06 11:55:00,127.9099,127.9250,127.6900,127.7000,157381
2019-05-06 11:50:00,127.8900,128.0000,127.8800,127.9089,263379
2019-05-06 11:45:00,127.8500,127.9400,127.8100,127.8900,154336
2019-05-06 11:40:00,127.7600,127.8500,127.6798,127.8400,149190
2019-05-06 11:35:00,127.9500,127.9900,127.6929,127.7600,324747
2019-05-06 11:30:00,128.0367,128.0367,127.9000,127.9300,212180
2019-05-06 11:25:00,127.9500,128.1000,127.9500,128.0353,240679
2019-05-06 11:20:00,127.9900,128.0100,127.8900,127.9421,220886
2019-05-06 11:15:00,127.9900,128.0000,127.8500,127.9800,159544
2019-05-06 11:10:00,127.9100,128.0000,127.8000,127.9957,154457
2019-05-06 11:05:00,127.9869,128.0472,127.8500,127.9100,227208
2019-05-06 11:00:00,127.9400,128.0700,127.9100,127.9900,264345
2019-05-06 10:55:00,127.7600,128.0200,127.7400,127.9500,304470
2019-05-06 10:50:00,127.5240,127.8150,127.5000,127.7700,209407
2019-05-06 10:45:00,127.6200,127.7347,127.5248,127.5248,183275
2019-05-06 10:40:00,127.7600,127.8500,127.5700,127.6199,231131
2019-05-06 10:35:00,127.6250,127.7800,127.5900,127.7501,276192
2019-05-06 10:30:00,127.5600,127.6800,127.5600,127.6200,243609
2019-05-06 10:25:00,127.3900,127.6600,127.3900,127.5500,300392
2019-05-06 10:20:00,127.3000,127.4100,127.2200,127.3900,276644
2019-05-06 10:15:00,127.1500,127.4500,127.0400,127.3000,469323
2019-05-06 10:10:00,127.2100,127.2100,126.9500,127.1400,362326
2019-05-06 10:05:00,127.4200,127.4350,127.1100,127.2100,487385
2019-05-06 10:00:00,127.2450,127.5000,127.1700,127.4300,400634
2019-05-06 09:55:00,127.2200,127.3600,127.0900,127.2500,422422
2019-05-06 09:50:00,127.5200,127.6415,127.2000,127.2300,438376
2019-05-06 09:45:00,127.4600,127.6900,127.3000,127.5100,582642
2019-05-06 09:40:00,127.2600,127.5065,127.1400,127.4600,472514
2019-05-06 09:35:00,126.3800,127.4900,126.1100,127.2500,529886
2019-05-03 16:00:00,128.9200,129.0300,128.8000,128.8900,1163055
2019-05-03 15:55:00,128.9300,128.9700,128.8600,128.9150,373828
2019-05-03 15:50:00,128.9000,128.9500,128.8500,128.9300,249300
2019-05-03 15:45:00,128.9000,128.9200,128.8000,128.8994,242266
2019-05-03 15:40:00,128.8400,128.9000,128.8100,128.9000,173054
2019-05-03 15:35:00,128.8000,128.8900,128.7400,128.8400,186009
2019-05-03 15:30:00,128.6300,128.8300,128.6203,128.8000,208237
2019-05-03 15:25:00,128.7050,128.7300,128.5800,128.6230,273396
2019-05-03 15:20:00,128.7163,128.7500,128.6000,128.7090,164525
2019-05-03 15:15:00,128.7600,128.7800,128.6350,128.7200,673897
2019-05-03 15:10:00,128.7200,128.8000,128.7150,128.7640,122364
2019-05-03 15:05:00,128.7600,128.7600,128.6201,128.7150,500720
2019-05-03 15:00:00,128.8200,128.8700,128.7200,128.7600,133755
2019-05-03 14:55:00,128.9500,128.9500,128.7100,128.8130,449523
2019-05-03 14:50:00,128.9250,129.0200,128.9250,128.9550,134597
2019-05-03 14:45:00,128.9750,129.0200,128.8900,128.9300,145036
2019-05-03 14:40:00,128.9650,128.9950,128.9125,128.9800,133378
2019-05-03 14:35:00,129.0047,129.0500,128.8950,128.9600,384117
2019-05-03 14:30:00,128.9150,129.0600,128.8610,129.0000,261159
2019-05-03 14:25:00,129.0374,129.0500,128.9050,128.9100,201518
2019-05-03 14:20:00,129.2400,129.2450,129.0200,129.0350,166574
2019-05-03 14:15:00,129.2100,129.2900,129.2100,129.2500,125719
